name,isosig,finite,fillings,betti
X_315,lLvAwMQMcaefehiihjikknuqkuthmanqn_abBa,[],"{(0, 1): 'm285(1, 3)', (1, 2): 'o9_43086(-4, 3)', (-1, 1): 'o9_37081(-3, 1)', (2, 1): 'o9_35896(-1, 4)'}",1
X_316,lLvAwwQQccdcegkjkijjkqrjhsqhbkvcr_BbBa,[],"{(1, 2): 'o9_41414(-5, 3)'}",1
X_317,lLvAzMMQccfehijhkjkkjliaenivqqmmx_bBba,"[(1, 0)]","{(0, 1): 'v2750(-1, 3)', (-1, 1): 's802(4, 1)', (-2, 1): 'o9_40458(-3, 1)', (2, 1): 'o9_43074(-3, 2)', (1, 0): 'finite', (1, 1): 't12195(1, 3)'}",1
X_318,lLvLALQQcaefhgkikjjkjnxbrblexxuko_bBba,"[(1, 0)]","{(0, 1): 'v2920(-3, 2)', (-1, 1): 'o9_31254(1, 2)', (-2, 1): 'o9_41414(-3, 2)', (2, 1): 'o9_41680(-3, 2)', (1, 0): 'finite', (1, 1): 't11285(3, 2)'}",1
X_319,lLvLAMPQccffehjijikjkllliguvunqlj_babb,[],"{(0, 1): 's847(3, 2)', (-1, 1): 'm373(-5, 2)', (-2, 1): 't12301(-3, 2)', (2, 1): 'o9_42865(-3, 1)', (-3, 1): 'o9_42812(-3, 2)', (1, 1): 't12552(-2, 1)'}",1
X_320,lLvLAMQMcaeggijhhjikkjxgbhqfoqaas_BbBa,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 'v2438(-5, 3)', (1, 1): 'o9_32083(1, 3)', (-2, 1): 'o9_42979(-3, 2)'}",1
X_321,lLvLAMQMcaeggijhhjikkjxgbhqfoqaqj_BbaB,[],"{(0, 1): 'm023(-5, 2)', (1, 2): 'o9_42865(-3, 2)', (-1, 1): 'v3511(3, 2)', (-1, 2): 'o9_44061(-2, 3)', (3, 1): 'o9_43230(-1, 3)', (-2, 1): 't12839(-2, 3)', (2, 1): 't12294(-3, 1)', (-3, 1): 'o9_44144(-2, 3)', (1, 1): 'm207(1, 5)'}",1
X_322,lLvLAMQMccfghihjiihkkqxahwgarbrhk_bBba,"[(1, 0)]","{(-1, 1): 's806(4, 3)', (-1, 2): 'o9_41414(-4, 1)', (3, 1): 'o9_39196(4, 1)', (-2, 1): 't09709(-1, 4)', (2, 1): 't11193(-4, 1)', (-3, 1): 'o9_37450(1, 4)', (1, 0): 'finite', (1, 1): 's705(-4, 1)'}",1
X_323,lLvLAMQMccfghihjiihkkqxahwgarbrqj_bBba,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 's806(5, 2)', (-1, 2): 'o9_41414(-5, 3)', (1, 1): 'v2344(-2, 3)', (2, 1): 't11193(-5, 3)'}",1
X_324,lLvLAMQMccfghihjiihkkqxahwgarbrqn_bBba,"[(1, 0)]","{(-1, 1): 's806(4, 1)', (-1, 2): 'o9_41414(-4, 3)', (3, 1): 'o9_39196(4, 3)', (-2, 1): 't09709(-3, 4)', (2, 1): 't11193(-4, 3)', (-3, 1): 'o9_37450(3, 4)', (1, 0): 'finite', (1, 1): 'v2344(-1, 3)'}",1
X_325,lLvLAwQQcbdfegijkijkkdwedjaaidibc_baab,"[(1, 0)]","{(0, 1): 'v2750(-2, 3)', (-1, 1): 's802(5, 2)', (-2, 1): 'o9_40458(-3, 2)', (2, 1): 'o9_43086(-3, 2)', (1, 0): 'finite', (1, 1): 't12195(2, 3)'}",1
X_326,lLvLLAQQcbffgjgkiijkkhqhgvvmgkjax_abBa,[],"{(0, 1): 'm009(4, 1)', (1, 0): 'm016(3, 2)', (1, 1): 't05772(-3, 1)', (-1, 1): 'o9_39706(1, 2)'}",1
X_327,lLvLLAQQcbfgjihjikjikxuxbbwrfuork_bBba,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 's751(3, 2)', (-1, 2): 'o9_43785(2, 3)', (-2, 1): 'o9_41414(-3, 2)', (2, 1): 'o9_36479(3, 2)'}",1
X_328,lLvLLQQMcbeehijghijkkemewvcjsvfqs_abBa,"[(1, 0)]","{(0, 1): 't12059(-3, 1)', (-1, 1): 't12146(-1, 2)', (-2, 1): 'o9_42092(1, 2)', (2, 1): 'o9_39706(1, 3)', (1, 0): 'finite', (1, 1): 't12500(3, 1)'}",1
X_329,lLvLMAQMcbfhggijgjjkkhdhagghgqxqn_aBba,[],"{(-1, 1): 't09026(-3, 2)', (1, 1): 'v3513(-4, 1)', (2, 1): 'o9_40369(-3, 1)', (-2, 1): 'o9_42315(-3, 2)'}",1
X_330,lLvLMMMQcbdhgihjikkkjtnxgjchwdlmj_baab,[],"{(-1, 1): 's566(1, 3)', (1, 1): 'v3365(-4, 1)', (2, 1): 'o9_44106(-3, 1)', (-2, 1): 'o9_43074(-3, 2)'}",1
X_331,lLvLMMMQcbdhgihjikkkjtnxgjchwdlmw_baab,[],"{(0, 1): 'm015(-3, 2)', (-1, 1): 's480(-4, 3)', (1, 1): 'v3365(-5, 2)', (2, 1): 'o9_44106(-3, 2)', (-2, 1): 'o9_43086(-3, 2)'}",1
X_332,lLvLMPMQccfehiijhkjjktlplbsmkxaej_baab,[],"{(1, 2): 'o9_42149(3, 2)', (-1, 1): 'm207(1, 5)', (3, 1): 'o9_42479(2, 3)', (-1, 2): 'o9_36980(4, 1)', (-2, 1): 't09525(-4, 1)', (2, 1): 't12548(-2, 3)', (-3, 1): 'o9_40950(1, 3)', (1, 1): 'v2899(-3, 2)'}",1
X_333,lLvLQzAQcaedghhijkkjkjxnwosxplckf_abBb,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 'm285(1, 4)', (1, 1): 'v3484(-1, 3)', (2, 1): 'o9_43444(-1, 3)', (-2, 1): 'o9_39468(-1, 2)'}",1
X_334,lLvLzAQQcaegeihkjjikkjxjrubmaadcf_baab,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 'v3484(-2, 3)', (1, 1): 'm322(-3, 4)', (2, 1): 'o9_39468(-2, 1)', (-2, 1): 'o9_43444(-2, 3)'}",1
X_335,lLvPAzQPcafegfhhijjkknqxgvltafgqr_bBba,"[(1, 0)]","{(1, 2): 'o9_35888(-4, 1)', (-2, 1): 't07355(3, 2)', (3, 1): 'o9_41816(4, 1)', (-1, 2): 't10088(-4, 3)', (2, 1): 't12402(4, 1)', (-3, 1): 'o9_38231(3, 1)', (1, 0): 'finite', (1, 1): 'v2302(4, 1)'}",1
X_336,lLvvMAQQcbfhjhkihkijkxapovuvsiwwm_abBa,"[(1, 0)]","{(0, 1): 'o9_30054(-1, 2)', (-1, 1): 'o9_39706(1, 2)', (1, 0): 'finite', (1, 1): 'v3543(1, 2)', (-2, 1): 'o9_43992(-1, 2)'}",1
X_337,lLvzPzQQccceijghkkjkjqjqgiwviltmp_bBab,"[(1, 0)]","{(1, 2): 'o9_38394(3, 2)', (-1, 1): 's820(3, 5)', (-1, 2): 'o9_38127(2, 3)', (3, 1): 'o9_39468(-3, 2)', (-2, 1): 'v3539(-3, 5)', (2, 1): 't11472(3, 2)', (-3, 1): 't12772(2, 5)', (-4, 1): 'o9_42395(-5, 2)', (-3, 2): 'o9_43021(-3, 2)', (1, 0): 'finite', (1, 1): 's850(3, 2)'}",1
X_338,lLvzPzQQccceijghkkjkjqnqgmwvilumd_abBa,[],"{(1, 2): 'o9_36309(4, 1)', (-1, 1): 's903(3, 4)', (-1, 2): 'o9_40778(3, 4)', (-2, 1): 't12664(-3, 4)', (2, 1): 't12280(-1, 4)', (1, 1): 'm305(-5, 1)'}",1
